,Ticker,Company,Market Cap,Sector,Industry,Country,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Scale (billion $),Labor Cost (billion $),Operating Leverage (DOL),C-Suite Diversity,Technological Enabler,ESG Score,Earnings,Price,Target Price
4577,LTBR,Lightbridge Corporation,55.08M,Industrials,Electrical Equipment & Parts,USA,-,-,-,3.76,3.42,-,-,-,1.80%,-,24.00%,-,-,61.10%,-,4.50%,-0.52%,13.50%,107.54%,1.63,-82.90%,-93.00%,-,14.9,14.9,0,0,-,-,-,-1.71%,15.09%,78.10%,32.82%,30.11%,11.79%,-8.34%,10.85%,18.76%,-40.82%,108.20%,48.9,0.06,0.01,2.8,24,Industry 4.0,53.95,Mar 09/b,8.64,-
4596,LUV,Southwest Airlines Co.,27.14B,Industrials,Airlines,USA,14.5,-,1.72,2.62,1.75,11.72,-,0.00%,129.50%,185.92%,-14.20%,-,-4.90%,107.30%,150.90%,0.20%,-0.98%,78.20%,-1.17%,2.33,2.70%,9.90%,6.40%,2,1.9,0.99,1.03,69.80%,10.70%,6.20%,12.91%,4.39%,-16.58%,-28.35%,7.21%,3.65%,5.35%,3.72%,-4.26%,-29.85%,23.61%,59.33,27.14,7.95,3.5,21,Industry 4.0,64.19,Apr 28/b,45.42,53.19
4611,LXFR,Luxfer Holdings PLC,461.13M,Industrials,Specialty Industrial Machinery,United Kingdom,10.96,1.24,1.23,2.28,74.38,135.63,2.91%,46.30%,43.90%,14.35%,5.50%,13.00%,-2.00%,-83.00%,-69.60%,1.60%,1.48%,99.60%,-1.80%,2.41,8.00%,15.70%,11.50%,1.9,0.9,0.29,0,25.70%,9.70%,8.00%,-0.06%,-11.98%,-13.00%,-18.71%,-10.93%,4.70%,-7.84%,-2.38%,-13.37%,-28.86%,10.89%,41.48,0.46,0.1,0.8,26,Industry 4.0,46.17,Feb 21/a,17.01,26.75
4637,MAN,ManpowerGroup Inc.,5.04B,Industrials,Staffing & Employment Services,USA,9.49,1.02,0.24,2.02,5.95,9.85,2.67%,35.80%,-,15.79%,2.00%,13.40%,1.10%,52.60%,6.50%,0.30%,-1.58%,98.10%,-2.01%,3.08,4.00%,15.70%,11.00%,1.1,1.1,0.22,0.44,16.40%,2.80%,1.80%,-0.92%,-4.82%,-14.80%,-9.01%,-3.03%,3.46%,-1.36%,-8.40%,-13.20%,-25.94%,9.86%,42.74,5.04,1.14,1.5,30,Industry 4.0,49.44,Apr 19/b,92.63,119.1
4646,MAS,Masco Corporation,12.16B,Industrials,Building Products & Equipment,USA,11.18,2.06,1.45,-,13.13,20.57,1.81%,51.40%,-46.90%,10.75%,1.90%,15.40%,2.60%,-28.60%,8.70%,0.40%,-19.36%,97.00%,-1.73%,2.14,7.30%,-341.20%,35.70%,1.8,1.1,-,-,34.20%,14.40%,4.80%,-5.23%,-25.15%,-7.20%,-16.77%,-26.00%,3.06%,-5.38%,-10.28%,-16.19%,-28.11%,1.21%,37.47,12.16,2.79,2.1,28,Industry 4.0,50.36,Apr 27/b,51.08,74.2
4650,MATW,Matthews International Corporation,1.01B,Industrials,Conglomerates,USA,9.31,-,0.59,1.61,14.27,30.53,2.69%,-,103.30%,11.33%,-46.30%,-10.00%,2.50%,-,13.40%,2.50%,0.00%,78.50%,-1.42%,4.08,-0.70%,-2.40%,2.50%,2,1.4,1.29,1.3,31.80%,2.50%,-0.90%,-3.34%,-11.13%,-7.27%,-21.26%,-10.94%,2.38%,-2.29%,-3.84%,-7.55%,-26.15%,2.83%,41.95,1.01,0.21,2.2,27,Industry 4.0,45.58,Jan 27/a,32.31,53.33
4651,MATX,"Matson, Inc.",4.36B,Industrials,Marine Shipping,USA,9.12,0.31,1.11,2.53,15.44,4.72,1.17%,4.80%,383.60%,-57.07%,63.30%,15.00%,15.10%,384.10%,81.00%,1.80%,-10.98%,88.90%,-1.96%,3.32,28.80%,71.10%,41.30%,1.2,1.2,0.33,0.37,34.80%,30.30%,23.60%,-4.46%,14.67%,25.43%,49.95%,13.57%,4.17%,-17.16%,-8.19%,11.81%,-23.42%,60.92%,31.36,4.36,1.54,4.0,44,Industry 3.0,77.22,Feb 17/a,95.98,118
4725,MEC,"Mayville Engineering Company, Inc.",187.53M,Industrials,Metal Fabrication,USA,6.13,-,0.41,0.94,1875.3,-,-,-,-2.50%,36.82%,-,-,-,-,18.60%,3.60%,1.65%,36.80%,-2.19%,3.45,-2.00%,-3.60%,-2.00%,1.7,0.8,0.35,0.35,11.60%,-1.60%,-1.60%,-9.87%,-38.52%,-51.23%,-35.25%,-38.77%,4.12%,-9.32%,-13.42%,-40.41%,-59.16%,1.00%,28.23,0.19,0.04,1.8,27,Industry 3.0,49.28,Mar 01/a,9.05,15.67
4729,MEG,"Montrose Environmental Group, Inc.",1.61B,Industrials,Waste Management,USA,249.64,-,2.95,5.16,11.02,52.51,-,-,63.60%,88.10%,-,-,36.60%,-43.90%,32.30%,12.90%,-9.85%,92.70%,3.74%,6.59,-5.90%,-22.90%,-3.10%,2,2,0.53,0.58,32.50%,-2.50%,-7.60%,20.37%,-21.33%,-9.19%,-3.40%,-21.40%,5.20%,8.70%,17.67%,-2.18%,-30.79%,45.14%,64.93,1.61,0.35,1.9,31,Industry 3.0,47.09,Feb 28/a,55.66,63.17
4738,MESA,"Mesa Air Group, Inc.",156.37M,Industrials,Airlines,USA,10.24,-,0.31,0.32,1.53,4.34,-,-,-45.10%,244.80%,0.20%,25.70%,-3.00%,-203.00%,-1.70%,1.00%,0.00%,55.00%,-5.95%,2.76,-0.80%,-2.40%,5.10%,0.6,0.5,1.15,1.39,12.20%,6.50%,-2.40%,5.96%,-26.76%,-46.63%,-69.01%,-23.75%,4.96%,-3.65%,-8.91%,-39.94%,-71.69%,10.18%,40.72,0.16,0.04,2.4,21,Industry 3.0,52.34,Feb 09/a,4.13,6.83
4759,MG,"Mistras Group, Inc.",186.48M,Industrials,Security & Protection Services,USA,9.24,9.5,0.28,0.94,7.74,7.74,-,0.00%,103.80%,39.55%,-16.60%,5.40%,10.90%,-152.00%,6.50%,35.00%,0.01%,52.20%,2.65%,5.3,0.70%,1.90%,3.50%,1.3,1.2,0.96,1.08,29.10%,2.70%,0.60%,-0.47%,-15.76%,-34.90%,-46.19%,-14.40%,4.67%,-4.34%,-6.34%,-27.28%,-49.72%,4.19%,42.22,0.19,0.04,1.9,15,Industry 4.0,42.36,Mar 09/a,6.22,12.25
4773,MGRC,McGrath RentCorp,2.02B,Industrials,Rental & Leasing Services,USA,17.73,2.29,3.27,2.77,1346.29,13.39,2.08%,47.00%,-12.00%,12.51%,18.10%,10.00%,7.80%,-9.10%,18.10%,0.80%,-5.33%,85.80%,-0.45%,3.68,5.90%,12.70%,8.70%,-,-,0.58,0.58,45.60%,21.50%,14.50%,3.73%,4.97%,13.48%,2.51%,4.27%,2.54%,0.98%,6.80%,11.00%,-3.97%,27.27%,57.26,2.02,0.53,2.6,27,Industry 4.0,57.33,Apr 28/a,85.37,89.5
4782,MHH,"Mastech Digital, Inc.",224.06M,Industrials,Staffing & Employment Services,USA,10.54,1.1,1.01,3.11,33.95,67.9,-,0.00%,23.30%,20.00%,29.30%,18.00%,11.00%,90.20%,21.10%,1.60%,0.00%,14.70%,4.09%,0.76,11.10%,18.00%,14.90%,2,2,0.11,0.17,26.80%,7.90%,5.50%,10.36%,17.27%,19.27%,13.39%,18.57%,3.48%,8.61%,9.78%,14.96%,-2.94%,43.71%,68.28,0.22,0.06,2.0,30,Industry 4.0,61.03,Feb 09/b,20.12,42.5
4789,MIC,"Macquarie Infrastructure Holdings, LLC",328.04M,Industrials,Airports & Air Services,USA,-,-,1.39,1.12,6.94,-,-,0.00%,-207.50%,-200.00%,-32.80%,-3.80%,-30.90%,94.60%,42.00%,0.34%,0.00%,80.50%,-6.43%,9.28,107.90%,444.20%,-72.70%,2.8,2.5,0.33,0.34,29.70%,-,-,0.00%,2.47%,13.38%,43.04%,2.47%,0.87%,0.87%,2.10%,7.60%,-1.32%,46.10%,59.76,0.33,0.1,3.1,22,Industry 4.0,64.62,Feb 22/b,3.75,-
4791,MIDD,The Middleby Corporation,8.87B,Industrials,Specialty Industrial Machinery,USA,14.54,1.32,2.73,3.54,49.17,-,-,0.00%,129.30%,10.20%,11.60%,14.10%,7.50%,91.20%,18.80%,0.80%,-0.55%,-,-0.53%,9.55,8.50%,21.90%,10.20%,1.9,1,0.96,0.97,36.80%,19.40%,15.00%,-6.42%,-18.56%,-6.80%,-3.08%,-18.76%,3.19%,-7.68%,-12.51%,-14.41%,-23.09%,-2.17%,31.15,8.87,2.26,4.0,15,Industry 4.0,55.94,Feb 22/b,154.85,224.14
4804,MIR,"Mirion Technologies, Inc.",1.57B,Industrials,Specialty Industrial Machinery,USA,-,-,2.45,-,-,-,-,-,-,-,-,-,-,-,25.90%,12.70%,0.00%,57.70%,-,4.04,-,-,-,-,-,-,-,-,-,-,-9.32%,-26.42%,-21.83%,-27.37%,-24.74%,4.63%,-4.49%,-7.09%,-20.99%,-35.06%,6.74%,41.7,1.57,0.33,0.8,26,Industry 3.0,46.55,Feb 23/b,7.76,12.67
4831,MLI,"Mueller Industries, Inc.",3.05B,Industrials,Metal Fabrication,USA,-,0.55,0.81,2.49,34.69,11.49,0.96%,6.20%,233.50%,-,36.40%,12.00%,12.90%,242.70%,41.50%,1.10%,1.13%,90.60%,-1.39%,6.45,27.00%,45.50%,40.00%,2.7,1.5,0,0,22.00%,17.40%,12.40%,-2.32%,-7.85%,28.64%,24.48%,-8.59%,2.93%,-6.44%,-5.27%,4.89%,-15.49%,36.67%,39.15,3.05,0.93,1.7,31,Industry 3.0,67.08,Feb 01/b,53.3,100
4850,MMM,3M Company,84.65B,Industrials,Specialty Industrial Machinery,USA,13.49,2.07,2.39,5.72,17.76,34.82,3.96%,57.90%,8.10%,6.80%,4.40%,7.15%,3.30%,-4.00%,0.30%,0.12%,0.00%,68.90%,-0.72%,2.94,12.40%,41.00%,18.70%,1.7,1.2,1.07,1.15,46.90%,20.80%,16.70%,1.91%,-15.87%,-15.06%,-23.25%,-15.82%,2.10%,1.86%,-1.90%,-15.34%,-28.03%,7.62%,51.05,84.65,19.65,2.1,32,Industry 3.0,50.89,Apr 26/b,150.38,167.83
4853,MMS,"Maximus, Inc.",4.63B,Industrials,Specialty Business Services,USA,14.54,1.32,1.04,3.02,25.44,14.76,1.51%,24.80%,37.80%,23.76%,11.60%,12.50%,12.10%,-17.20%,21.70%,1.02%,-7.89%,97.60%,-0.49%,4.4,7.40%,19.20%,10.60%,1.6,1.6,0.99,1.04,21.70%,9.00%,6.30%,-5.69%,-7.80%,-12.54%,-19.97%,-6.82%,2.30%,1.81%,0.06%,-6.84%,-20.81%,5.58%,52.34,4.63,1.02,4.0,26,Industry 4.0,48.1,Feb 03/b,76.06,105
4876,MNTS,Momentus Inc.,269.78M,Industrials,Aerospace & Defense,USA,-,-,899.27,2.01,1.69,-,-,0.00%,-,-,-,-,-,74.30%,-,0.20%,-90.49%,43.30%,4.16%,2.65,65.40%,96.40%,-65.30%,4.4,4.4,0,0.16,-,-,-,49.09%,-21.34%,-67.56%,-73.99%,-21.53%,9.78%,18.48%,8.77%,-59.25%,-78.90%,67.57%,57.94,0.27,0.06,3.0,23,Industry 3.0,49.44,Mar 08/a,3.1,8
4878,MNTX,"Manitex International, Inc.",147.14M,Industrials,Farm & Heavy Construction Machinery,USA,12.29,-,0.7,2.42,6.88,22.29,-,-,64.30%,463.64%,30.30%,30.00%,4.10%,-338.80%,18.10%,5.80%,0.00%,52.40%,0.67%,1.32,-2.50%,-6.70%,-1.70%,1.5,0.7,0.42,0.72,17.10%,-0.30%,-2.20%,-5.46%,17.77%,7.17%,-6.96%,19.81%,4.89%,-1.20%,1.26%,6.56%,-17.14%,35.13%,50.56,0.15,0.03,2.9,23,Industry 4.0,49.77,Mar 08/a,7.54,12
4887,MOG-A,Moog Inc.,2.78B,Industrials,Aerospace & Defense,USA,14.78,2.39,0.96,1.99,26.46,15.58,1.18%,19.60%,12.30%,10.20%,7.00%,7.21%,3.40%,22.40%,5.90%,0.50%,-3.08%,97.90%,0.10%,6.77,4.90%,12.00%,6.80%,2,1.3,0.56,0.56,26.90%,7.40%,5.70%,6.31%,9.90%,11.99%,3.78%,9.25%,2.35%,2.03%,8.17%,11.41%,-4.05%,30.19%,59.74,2.78,0.69,3.1,18,Industry 4.0,54.75,Jan 28/b,88.23,93.75
4928,MRCY,"Mercury Systems, Inc.",3.67B,Industrials,Aerospace & Defense,USA,24.14,17.74,3.86,2.47,34.93,175.81,-,0.00%,-28.10%,9.00%,14.70%,8.70%,27.90%,-120.80%,4.60%,2.40%,-0.11%,99.81%,7.77%,5.62,1.20%,1.60%,3.90%,4.3,2.8,0.3,0.3,40.30%,4.00%,2.50%,-5.40%,16.29%,38.68%,-11.85%,19.94%,4.00%,-0.53%,8.65%,17.29%,-17.73%,47.07%,54.78,3.67,0.7,1.1,29,Industry 3.0,41.78,Feb 01/a,65.36,60.4
4938,MRTN,"Marten Transport, Ltd.",1.48B,Industrials,Trucking,USA,13.81,1.66,1.52,2.17,25.92,13.3,0.94%,15.50%,22.60%,4.67%,20.10%,10.00%,7.70%,26.00%,17.40%,22.20%,-0.23%,73.20%,-0.20%,4.9,9.70%,13.30%,13.10%,2,2,0,0,34.00%,11.50%,8.80%,-7.40%,-0.99%,11.83%,2.21%,-0.82%,3.24%,-12.21%,-6.89%,0.44%,-17.30%,15.17%,27.97,1.48,0.36,0.9,26,Industry 4.0,53.57,Apr 19/a,16.49,22
4944,MSA,MSA Safety Incorporated,5.18B,Industrials,Security & Protection Services,USA,24.15,14.22,3.7,6.45,27.27,41.36,1.29%,319.80%,-82.90%,10.35%,-25.90%,18.00%,4.00%,-463.10%,5.70%,2.90%,-9.45%,81.60%,0.16%,8.73,1.00%,2.60%,1.50%,2.4,1.5,0.72,0.72,43.90%,1.60%,1.50%,-2.51%,-7.87%,-8.13%,-10.86%,-9.60%,2.76%,3.11%,1.71%,-7.48%,-19.70%,8.78%,54.49,5.18,0.93,0.6,23,Industry 3.0,39.47,Feb 17/a,138.37,154
4959,MSM,"MSC Industrial Direct Co., Inc.",4.69B,Industrials,Industrial Distribution,USA,13.38,1.75,1.38,3.84,112.12,-,3.56%,56.40%,-14.30%,5.81%,0.50%,9.12%,2.50%,287.80%,11.40%,1.00%,-8.33%,90.90%,-0.46%,2.43,11.90%,25.20%,11.90%,2.4,1.3,0.48,0.68,42.10%,12.00%,8.70%,6.00%,0.39%,2.44%,-8.03%,0.26%,2.30%,5.17%,6.07%,2.17%,-11.41%,14.89%,64.92,4.69,1.25,3.5,22,Industry 3.0,58.5,Mar 30/b,85.25,100.57
4997,MTW,"The Manitowoc Company, Inc.",540.14M,Industrials,Farm & Heavy Construction Machinery,USA,9.38,2.46,0.31,0.78,7.16,15.09,-,0.00%,156.40%,41.48%,15.20%,19.80%,1.30%,-298.30%,15.70%,2.40%,0.31%,78.90%,2.72%,3.15,0.60%,1.70%,3.80%,1.8,0.7,0.6,0.61,17.90%,2.70%,0.60%,-6.83%,-21.89%,-33.93%,-29.84%,-19.96%,4.18%,-9.87%,-14.34%,-29.92%,-49.69%,-1.25%,33.95,0.54,0.11,2.8,18,Industry 4.0,45.05,Feb 21/a,14.25,21.72
4999,MTZ,"MasTec, Inc.",6.36B,Industrials,Engineering & Construction,USA,12.65,1.9,0.8,2.39,17.64,10.21,-,0.00%,1.50%,24.53%,22.50%,9.93%,9.10%,-32.70%,10.50%,10.30%,0.00%,73.10%,-1.32%,2.44,5.40%,14.50%,7.80%,1.6,1.6,0.74,0.79,14.40%,5.60%,4.10%,11.79%,-11.10%,-5.36%,-13.99%,-9.27%,3.85%,-4.28%,-4.41%,-10.93%,-33.19%,13.75%,41.79,6.36,1.43,4.0,31,Industry 3.0,49.23,Feb 24/a,81.73,113.17
5020,MVST,"Microvast Holdings, Inc.",2.04B,Industrials,Electrical Equipment & Parts,USA,-,-,11.02,2.51,4.24,-,-,-,-,81.30%,-,-,-,-,116.90%,41.76%,0.00%,34.50%,10.29%,14.84,-,-,-,4,3.7,-,-,-17.70%,-,-,-7.68%,0.50%,-22.55%,-53.66%,6.18%,10.79%,-20.87%,-14.49%,-31.40%,-63.42%,22.01%,37.8,2.04,0.48,3.5,26,Industry 3.0,51.27,Mar 29/a,5.82,4
5023,MWA,"Mueller Water Products, Inc.",2.03B,Industrials,Specialty Industrial Machinery,USA,17.29,2.82,1.77,2.96,9.78,41.36,1.78%,48.30%,-2.60%,14.53%,9.90%,10.00%,6.80%,16.10%,14.70%,0.90%,-0.87%,97.00%,-1.12%,3.24,4.90%,10.70%,7.90%,3.2,2.1,0.64,0.65,32.10%,10.10%,6.40%,3.60%,-9.12%,-16.29%,-9.76%,-10.07%,2.21%,1.08%,1.22%,-10.80%,-25.91%,8.24%,51.95,2.03,0.41,3.9,28,Industry 4.0,43.97,Feb 03/a,12.87,15.5
5046,MYRG,MYR Group Inc.,1.54B,Industrials,Engineering & Construction,USA,16.62,2.32,0.62,2.99,18.76,18.16,-,0.00%,42.40%,8.70%,32.20%,8.00%,16.90%,13.50%,6.30%,1.80%,-15.44%,89.80%,-2.36%,2.33,8.00%,17.60%,16.70%,1.5,1.5,0.01,0.01,13.00%,4.70%,3.40%,0.38%,-15.56%,-8.65%,22.09%,-16.77%,3.13%,-5.72%,-2.83%,-9.05%,-24.86%,34.17%,38.79,1.54,0.32,3.4,25,Industry 4.0,45.42,Feb 23/a,91.09,116.67
5066,NAT,Nordic American Tankers Limited,417.78M,Industrials,Marine Shipping,Bermuda,16.74,-,4.71,0.66,-,-,2.71%,-,561.50%,98.30%,-23.60%,-,-4.50%,-306.50%,-83.40%,1.90%,0.00%,29.20%,16.51%,1.88,-13.10%,-21.60%,8.50%,1.4,1.2,0.53,0.62,-7.80%,-,-,-2.64%,13.92%,-20.50%,-35.38%,30.77%,7.22%,20.90%,33.00%,8.96%,-37.14%,71.07%,70.34,0.42,0.1,1.2,17,Industry 3.0,54.97,Feb 25/b,2.39,2.73
5108,NDSN,Nordson Corporation,13.11B,Industrials,Specialty Industrial Machinery,USA,23.24,2.06,5.36,5.95,76.91,35.15,0.90%,21.00%,81.30%,7.82%,10.40%,13.00%,5.50%,55.00%,15.70%,0.40%,0.00%,72.10%,0.21%,0.72,13.40%,23.70%,16.50%,2.5,1.6,0.36,0.37,56.20%,27.10%,20.30%,0.32%,-9.50%,-5.57%,11.92%,-11.00%,2.14%,0.18%,-0.70%,-5.34%,-17.24%,14.26%,47.62,13.11,3.38,3.0,29,Industry 3.0,56.52,Feb 22/a,225.33,284.43
5127,NETI,Eneti Inc.,249.28M,Industrials,Marine Shipping,Monaco,12.63,-,1.79,0.29,1.62,-,0.63%,8.30%,102.30%,18.16%,15.70%,-,12.20%,97.50%,-67.10%,41.81%,0.00%,33.60%,327.56%,1.18,4.10%,5.90%,4.00%,1.4,-,0.08,0.22,52.40%,17.50%,18.70%,7.47%,-21.95%,-63.39%,-71.07%,-18.22%,5.73%,-5.58%,-7.79%,-50.43%,-73.22%,20.64%,41.35,0.25,0.07,1.6,17,Industry 4.0,57.92,Feb 23/b,6.02,12.33
5187,NL,"NL Industries, Inc.",361.24M,Industrials,Security & Protection Services,USA,-,-,2.57,0.94,2.46,200.69,4.01%,22.90%,248.50%,-,27.20%,-,5.30%,246.20%,13.70%,83.00%,0.00%,11.20%,2.61%,8,8.90%,15.00%,0.80%,6.3,5.5,0,0,30.40%,7.50%,36.40%,1.60%,-6.05%,12.92%,-11.18%,-5.54%,4.89%,4.39%,9.00%,10.24%,-15.41%,38.00%,57.69,0.36,0.1,1.9,23,Industry 3.0,60.87,Mar 09/a,7.19,7
5193,NLSN,Nielsen Holdings plc,9.84B,Industrials,Consulting Services,USA,13.78,3.39,2.81,2.97,25.89,19.71,0.87%,8.90%,187.10%,7.91%,1.90%,5.30%,-11.10%,1328.60%,2.50%,0.60%,0.00%,-,1.63%,3.53,8.60%,31.10%,9.80%,1.7,1.7,1.69,1.7,65.40%,24.90%,27.50%,62.37%,29.99%,40.93%,7.36%,33.79%,6.27%,18.68%,36.51%,29.82%,-3.76%,70.72%,75.42,9.84,3.09,2.7,28,Industry 4.0,68.86,Feb 28/b,27.35,26.28
5197,NM,Navios Maritime Holdings Inc.,84.50M,Industrials,Marine Shipping,Cayman Islands,0.16,0.03,0.14,1.14,-,-,-,0.00%,143.90%,10.32%,17.80%,16.00%,5.80%,118.10%,53.10%,23.20%,0.00%,15.90%,-12.27%,0.33,6.10%,-208.60%,11.50%,2.5,-,20.82,0,54.50%,29.40%,19.00%,-7.90%,-19.71%,-33.07%,-66.13%,-8.40%,6.57%,-5.81%,-2.63%,-26.01%,-69.65%,21.40%,44.83,0.08,0.02,3.5,16,Industry 3.0,62.64,Feb 24/b,3.46,5
5204,NMM,Navios Maritime Partners L.P.,1.04B,Industrials,Marine Shipping,Monaco,1.99,0.05,1.45,0.58,6.12,-,0.59%,1.10%,471.50%,7.42%,34.50%,33.08%,30.20%,194.80%,287.40%,8.90%,0.00%,11.40%,-18.86%,0.91,17.70%,36.80%,14.00%,1.6,1.6,0.77,0,90.80%,61.50%,71.90%,7.66%,28.79%,9.90%,35.49%,34.95%,5.15%,-5.34%,1.17%,14.08%,-13.62%,56.43%,44.87,1.04,0.4,3.6,40,Industry 4.0,83.39,Feb 17/b,32.1,45
5214,NNBR,"NN, Inc.",131.29M,Industrials,Conglomerates,USA,6.8,-,0.27,0.59,4.57,-,-,-,77.30%,120.00%,-18.40%,15.00%,-4.00%,83.90%,-7.20%,2.30%,0.17%,88.60%,2.08%,9.71,-5.80%,-15.20%,-2.50%,2.7,1.6,0.7,0.73,18.30%,-2.40%,-7.30%,23.55%,-28.98%,-44.42%,-57.65%,-27.07%,6.13%,1.65%,-3.88%,-39.57%,-69.65%,23.21%,50.18,0.13,0.03,3.0,20,Industry 4.0,56.14,Mar 10/a,2.92,9.5
5226,NOC,Northrop Grumman Corporation,69.43B,Industrials,Aerospace & Defense,USA,16.71,2.16,1.95,5.5,19.67,59.39,1.39%,14.10%,128.80%,8.90%,30.90%,4.80%,7.60%,768.50%,-15.40%,0.20%,-5.03%,85.10%,0.59%,1.27,16.60%,60.90%,14.30%,1.3,1.2,0.99,0.99,20.40%,15.70%,19.60%,-3.47%,17.32%,23.69%,36.58%,16.85%,3.21%,2.44%,8.96%,19.35%,-7.08%,41.24%,58.66,69.43,19.16,1.7,20,Industry 3.0,60.49,Apr 28/b,456.07,449.12
5243,NPK,"National Presto Industries, Inc.",542.76M,Industrials,Aerospace & Defense,USA,-,-,1.53,1.55,3.77,-,1.28%,172.00%,-45.50%,-,-9.60%,-,0.80%,-76.80%,-5.20%,3.50%,0.00%,54.40%,-4.27%,2.03,6.20%,7.30%,6.50%,6.5,3.8,0,0,18.10%,8.40%,7.20%,-3.72%,-1.24%,-1.19%,-19.97%,-0.35%,2.33%,0.34%,0.21%,-4.35%,-23.79%,7.63%,51.1,0.54,0.13,2.0,29,Industry 3.0,50.78,-,78.78,-
5244,NPO,"EnPro Industries, Inc.",2.01B,Industrials,Specialty Industrial Machinery,USA,12.28,2.28,1.76,1.61,5.94,19.93,1.13%,12.60%,710.60%,12.77%,45.80%,5.10%,-0.80%,-,1.70%,0.60%,-7.50%,98.00%,0.86%,2.39,7.60%,15.40%,2.50%,1.9,1.5,0.76,0.89,38.20%,8.30%,15.50%,-3.84%,-9.75%,11.59%,13.96%,-10.02%,3.06%,-6.12%,-8.33%,-2.51%,-18.72%,19.81%,37.94,2.01,0.53,2.9,23,Industry 3.0,57.54,Feb 22/b,95.61,131.33
5272,NSC,Norfolk Southern Corporation,68.66B,Industrials,Railroads,USA,17.48,1.65,6.16,4.74,81.84,39.08,1.63%,34.20%,54.50%,10.46%,16.60%,13.32%,2.40%,18.60%,10.80%,0.10%,-21.53%,76.30%,-0.49%,2.79,7.80%,21.30%,13.00%,0.9,0.8,0.97,1.01,53.40%,39.90%,27.00%,-6.21%,-8.71%,7.67%,-1.59%,-10.35%,2.86%,-2.98%,-1.87%,-1.23%,-10.85%,11.78%,42.45,68.66,16.49,2.6,32,Industry 4.0,52.66,Jan 26/b,266.72,308.39
5276,NSP,"Insperity, Inc.",3.84B,Industrials,Staffing & Employment Services,USA,19.05,2.13,0.77,-,6.32,46.2,1.76%,54.40%,-10.10%,23.66%,15.60%,15.00%,11.10%,120.90%,22.20%,2.20%,-15.68%,89.00%,-4.78%,3.28,7.10%,193.40%,35.10%,1.1,1.1,-,-,16.50%,3.50%,2.50%,13.51%,-13.41%,-10.25%,20.82%,-13.61%,2.90%,7.04%,5.97%,-2.41%,-19.23%,26.12%,62.59,3.84,0.88,1.5,20,Industry 4.0,50.09,Feb 10/a,102.67,119
5279,NSSC,"Napco Security Technologies, Inc.",764.83M,Industrials,Security & Protection Services,USA,31.38,28.68,5.97,7.52,16.14,37.31,-,0.00%,75.70%,57.21%,21.50%,1.50%,6.70%,-67.70%,22.80%,0.10%,0.00%,69.70%,-4.11%,11.13,14.70%,18.80%,15.40%,5.3,3.8,0,0,41.30%,15.90%,14.20%,5.16%,-13.20%,-0.61%,18.69%,-15.13%,3.46%,0.27%,2.04%,-0.72%,-20.08%,35.55%,50.12,0.76,0.19,2.7,31,Industry 3.0,54.11,Feb 07/b,20.78,25.9
5342,NVEE,"NV5 Global, Inc.",2.03B,Industrials,Engineering & Construction,USA,22.57,3.04,2.87,3.22,42.28,23.2,-,0.00%,94.60%,10.24%,21.50%,14.25%,25.80%,187.50%,17.00%,1.20%,-37.07%,69.60%,7.43%,6.88,5.00%,8.00%,7.10%,1.9,1.9,0.18,0.21,50.80%,9.70%,6.70%,9.87%,-0.26%,39.35%,41.37%,-0.64%,2.91%,6.62%,19.12%,26.77%,-1.50%,75.12%,70.27,2.03,0.53,3.5,23,Industry 3.0,57.75,Feb 28/a,139.36,142.14
5358,NVT,nVent Electric plc,5.71B,Industrials,Electrical Equipment & Parts,United Kingdom,14.58,2.14,2.32,2.33,115.33,26.42,2.01%,43.10%,677.80%,9.31%,2.00%,10.10%,3.10%,40.90%,28.40%,0.40%,-36.04%,91.50%,0.70%,3.35,5.90%,10.90%,8.40%,1.4,0.9,0.4,0.4,38.30%,13.80%,11.10%,3.21%,-8.31%,5.46%,20.54%,-8.58%,2.38%,-2.69%,-1.50%,-0.74%,-14.23%,21.65%,43.96,5.71,1.48,2.7,21,Industry 4.0,56.68,Feb 08/b,33.9,42.67
5369,NWPX,Northwest Pipe Company,256.77M,Industrials,Metal Fabrication,USA,9.69,2.27,0.77,0.92,85.59,-,-,0.00%,-39.80%,14.45%,29.60%,10.00%,17.40%,-56.60%,47.70%,1.70%,-5.06%,87.30%,3.04%,5.9,2.80%,4.10%,3.30%,3.6,2.6,0.31,0.31,13.30%,4.80%,3.50%,-9.06%,-16.01%,9.00%,-23.46%,-17.01%,3.25%,-2.52%,-7.10%,-4.99%,-24.97%,13.44%,43.42,0.26,0.06,3.9,30,Industry 3.0,47.41,Mar 15/a,26.22,40
